text,text_clean,rating,sentiment
"Agak beda dengan gambar produk yg dipajang (merk &amp; bungkusnya) yg digambar lebih kokoh penguatnya ada merk juga.. yang ini beda polos banget, USB lama kedeteknya di PC, sudah kedetek lama bukanya padahal dimasukin slot USB 3.0, pakai modem jg putus2 arusnya. Sepertinya kepanjangan walaupun pake penguat. Kalo Seller respon cepat Recomended cuma kendala di kurir pengiriman saja.",agak beda dengan gambar produk yg dipajang merk amp bungkusnya yg digambar lebih kokoh penguatnya ada merk juga yang ini beda polos banget usb lama kedeteknya di pc sudah kedetek lama bukanya padahal dimasukin slot usb pakai modem jg putus arusnya sepertinya kepanjangan walaupun pake penguat kalo seller respon cepat recomended cuma kendala di kurir pengiriman saja,1,Negative
"Maaf Gan, bintangnya cuma 2...
Ketika dipasang di laptop saya, gambar yang dihasilkan dari usb ke hdmi, resolusinya malah turun....",maaf gan bintangnya cuma ketika dipasang di laptop saya gambar yang dihasilkan dari usb ke hdmi resolusinya malah turun,2,Negative
mkc y ...........................,mkc y,1,Negative
"mantap soul deh seller ini
barang rusak dikirim sy retur
untunglah uang saya kembali walau nunggu lama g masalah dah",mantap soul deh seller ini barang rusak dikirim sy retur untunglah uang saya kembali walau nunggu lama g masalah dah,1,Negative
Kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang baik buat pembeli....saya kecewa karena dia bagian antenanya ada bagian yang patah parah. Pekingnya kurang bagus..dusnya penyok,kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang baik buat pembeli saya kecewa karena dia bagian antenanya ada bagian yang patah parah pekingnya kurang bagus dusnya penyok,1,Negative
"-Pesan 2,satu oke tapi satu mal fungsi/tidak berfungsi
Mau di komplen harus retur dan ongkir bolak balik 18rb
Mending beli baru deh di lain toko
Padahal sudah dikasih catatan agar dicek sebelumnya
- untuk masalah pengiriman saya pakai gojek instan, proses sebentar saja langsung dikirim
-Tolong QC lebih diperhatikan lagi
-Mereknya juga bukan M-Tech seperti di gambar, tapi nisuta, haduh parah deh",pesan satu oke tapi satu mal fungsi tidak berfungsi mau di komplen harus retur dan ongkir bolak balik rb mending beli baru deh di lain toko padahal sudah dikasih catatan agar dicek sebelumnya untuk masalah pengiriman saya pakai gojek instan proses sebentar saja langsung dikirim tolong qc lebih diperhatikan lagi mereknya juga bukan m tech seperti di gambar tapi nisuta haduh parah deh,2,Negative
Kecewa sekali barang baru diterima udah remuk,kecewa sekali barang baru diterima udah remuk,1,Negative
Pesen M-Tech yang Datang Merk NISUA.... AMPUUUUN....,pesen m tech yang datang merk nisua ampuuuun,2,Negative
Barang yang dikirim tidak sesuai dengan yang dipesan.,barang yang dikirim tidak sesuai dengan yang dipesan,2,Negative
"Barang sampai dengan tidak selamat, entah rusak di kurir atau dari penjual, 1 bagian stick patah dan tidak berfungsi, kecewa gan :)",barang sampai dengan tidak selamat entah rusak di kurir atau dari penjual bagian stick patah dan tidak berfungsi kecewa gan,1,Negative
Speakernya tidak stereo alias MONO,speakernya tidak stereo alias mono,1,Negative
Barang nya sampai jne yang salah mungkin gara² ke lempar atau apa jadi gak bisa di pakai,barang nya sampai jne yang salah mungkin gara ke lempar atau apa jadi gak bisa di pakai,1,Negative
"Tidak berfungsi dengan baik, hanya bisa untuk mouse",tidak berfungsi dengan baik hanya bisa untuk mouse,1,Negative
Isi product ga sesuai gambarnya dan pesanan,isi product ga sesuai gambarnya dan pesanan,1,Negative
"Produk tidak berfungsi..tidak dapat menjangkau wifi yang hanya jarak 100M saja..

Saya kecewa..",produk tidak berfungsi tidak dapat menjangkau wifi yang hanya jarak m saja saya kecewa,1,Negative
Barang Sampai Cepat tapi Kok tidak bisa digunakan yaa,barang sampai cepat tapi kok tidak bisa digunakan yaa,1,Negative
"Walaupun barang yang ente kirim rusak, tapi pelayanan ente memuaskan Bintang 6 akan saya berikan, toko ini not recomended, kapok dah belanja di toko ini.",walaupun barang yang ente kirim rusak tapi pelayanan ente memuaskan bintang akan saya berikan toko ini not recomended kapok dah belanja di toko ini,1,Negative
"barang sesuai,, tapi pengiriman masalah  mustinya gran cepet jadi nunda 3 hari",barang sesuai tapi pengiriman masalah mustinya gran cepet jadi nunda hari,2,Negative
Okokokokololokokokok,okokokokololokokokok,1,Negative
Kualitas produk sangat buruk baru 4 hari pakai sudah tidak berfungsi,kualitas produk sangat buruk baru hari pakai sudah tidak berfungsi,1,Negative
Kualitas ga bagus.. tidak bsa untuk POE router cma kedip2 aja...Yaaa sesuai sih sama harga,kualitas ga bagus tidak bsa untuk poe router cma kedip aja yaaa sesuai sih sama harga,2,Negative
Tidak berfungsi..........,tidak berfungsi,1,Negative
"Saya pakai untuk jarak kira2 12 meter, ditambah keatas dan kebawah sekitar 7 meter, tapi kabelnya pas banget panjangnya. Padahal sengaja pilih yg 30 meter karena takut kalau pilih yg 20 menter terlalu ketat. Kesimpulannya adalah panjang kabel TIDAK JUJUR, BUKAN 30 METER.",saya pakai untuk jarak kira meter ditambah keatas dan kebawah sekitar meter tapi kabelnya pas banget panjangnya padahal sengaja pilih yg meter karena takut kalau pilih yg menter terlalu ketat kesimpulannya adalah panjang kabel tidak jujur bukan meter,2,Negative
Panjang asli 25m bukan 30m,panjang asli m bukan m,2,Negative
Pesan yg 30M barang datang diukur hanya 20M,pesan yg m barang datang diukur hanya m,1,Negative
Penjual tidak melakukan pengechekan produk dengan baik. Sehingga barang yang sampai rusak . Semoga tidak terulang kwmbali.Semoga sukses,penjual tidak melakukan pengechekan produk dengan baik sehingga barang yang sampai rusak semoga tidak terulang kwmbali semoga sukses,1,Negative
Pengiriman sehari nympe 3 hari....ga sesuai...bikin khawatir aja.,pengiriman sehari nympe hari ga sesuai bikin khawatir aja,1,Negative
"Tidak sesuai deskripsi, yang saya terima 24m kurang",tidak sesuai deskripsi yang saya terima m kurang,1,Negative
"Tidak berfungsi, barang jelek, tokonya jg tukang tipu, beli 3 kirim 1",tidak berfungsi barang jelek tokonya jg tukang tipu beli kirim,1,Negative
Kaya dikasi barang bekas pakai,kaya dikasi barang bekas pakai,1,Negative
"Yang di kirim ke saya bukan sesuai FA180PM111, tetapi untungnya masi bisa di pake di laptop saya....",yang di kirim ke saya bukan sesuai fa pm tetapi untungnya masi bisa di pake di laptop saya,1,Negative
Barang baru 24 hari udah mledak.. Ngeriii,barang baru hari udah mledak ngeriii,1,Negative
"Spec barang yg datang tidak sesuai gambar (68+ series, 4300 mAh)

Battery yg kami terima 68 series, kapasitas hanya 1910 mAh...mohon respon nya kak



After 3 days of no reliable response...
---please update gambar &amp; deskripsi sesuai stock---",spec barang yg datang tidak sesuai gambar series mah battery yg kami terima series kapasitas hanya mah mohon respon nya kak after days of no reliable response please update gambar amp deskripsi sesuai stock,1,Negative
Ga kepake. Jelek . Rusak,ga kepake jelek rusak,1,Negative
payahh.. blum 1 bulan udah rusak,payahh blum bulan udah rusak,2,Negative
Relatif cepat tetapi ada baiknya untuk check qualitas barang sebelum kirim Cz baru d pake kabel konslet,relatif cepat tetapi ada baiknya untuk check qualitas barang sebelum kirim cz baru d pake kabel konslet,2,Negative
"Ancurrrr,, dikasihnya barang bekas, udah gitu Rusak pula, Payah kalau tidak korporatif, kecewa sangat !!!",ancurrrr dikasihnya barang bekas udah gitu rusak pula payah kalau tidak korporatif kecewa sangat,1,Negative
"Produk sesuai dengan deskripsi yang tertera, tapi keyboard toskhiba satellite c640 yang saya pesan tombol CAPLOCK tidak berfungsi.",produk sesuai dengan deskripsi yang tertera tapi keyboard toskhiba satellite c yang saya pesan tombol caplock tidak berfungsi,2,Negative
Barangnya beda dari bawaan laptopnya,barangnya beda dari bawaan laptopnya,1,Negative
"beli barang ga bs pake,giliran minta kembali uang,minta dipotong ongkir.drpd ga dibalikin,mau gamau ngikutin.",beli barang ga bs pake giliran minta kembali uang minta dipotong ongkir drpd ga dibalikin mau gamau ngikutin,1,Negative
"/):&amp;,).’jaksjsksmnbgb!$:)/$/&amp;&amp;",amp jaksjsksmnbgb amp amp,1,Negative
"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti...,
Ulasan ini bersifat sementara, akan diupdate setelah ada solusi...,
Terima kasih AS Komputer",pengiriman pertama bermasalah baterai kembung g bisa dipasang retur pengiriman kedua secara fisik bagus tapi baterai tidak bisa dipakai sudah di charge penuh saat charger dicabut laptop langsung mati karena sudah konfirmasi penerimaan kami sedang mengupayakan proses klaim garansi rating akan diupdate lagi nanti ulasan ini bersifat sementara akan diupdate setelah ada solusi terima kasih as komputer,1,Negative
Battery nya ke detect not support. Ada saran?,battery nya ke detect not support ada saran,1,Negative
"Bintang 2 dulu krn barangnya rusak, mau retur. Masih nunggu rules dari seller",bintang dulu krn barangnya rusak mau retur masih nunggu rules dari seller,2,Negative
"barang kw,penjual tdk mau tanggung jawab",barang kw penjual tdk mau tanggung jawab,1,Negative
"Katanya Garansi 30hari, tapi pas di mintavalamatnya utk retur di persulit",katanya garansi hari tapi pas di mintavalamatnya utk retur di persulit,2,Negative
khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g bisa dipasang lagi.,khusus yg ini yg dikirim kualitas barangnya jelek ada beberapa tombol lepas dan g bisa dipasang lagi,2,Negative
"Barang sudah sampai, Setelah di pakai,. Ternyata ada 10 tombol yg Rusak/tidak merespon ,. Termasuk Tombol Space ,.",barang sudah sampai setelah di pakai ternyata ada tombol yg rusak tidak merespon termasuk tombol space,1,Negative
Mas ini yg huruf W S X gk bisa mas,mas ini yg huruf w s x gk bisa mas,2,Negative
"tombol banyak yg macet bos,,lain kali tlng di cek dulu",tombol banyak yg macet bos lain kali tlng di cek dulu,2,Negative
produk tdk compatibel dgn acer sy,produk tdk compatibel dgn acer sy,2,Negative
"Bagusnya sebelum di kirim, di coba terlebih dahulu aja boss..
Ongkir 3x di tanggung pembeli mmg keberatan.",bagusnya sebelum di kirim di coba terlebih dahulu aja boss ongkir x di tanggung pembeli mmg keberatan,2,Negative
"kualitas kurang bagus..belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma 75% saja dari original max nya,,di chat minta garansi tidak pernah di balas...maaf saya review begini karena anda pun tidak pernah respon lagi",kualitas kurang bagus belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma saja dari original max nya di chat minta garansi tidak pernah di balas maaf saya review begini karena anda pun tidak pernah respon lagi,1,Negative
Kwalitas baterai kurang bagus. Belum 1 Bulan kondisi tinggal 80%.....,kwalitas baterai kurang bagus belum bulan kondisi tinggal,2,Negative
"Ternyata baru sebulan pakai, baterainya rusak sudah tidak terbaca di macbook. Sebelumnya juga sering banget ngedrop jauh",ternyata baru sebulan pakai baterainya rusak sudah tidak terbaca di macbook sebelumnya juga sering banget ngedrop jauh,1,Negative
"Sangat mengecewakan barang yang di terima tidak sesuai dengan foto yang dipajang dilapak, foto nomor 1 adalah barang pajangan sedang foto  nomor 2 barang yang saya terima, mohon maaf atas ketidak nyamanan dgn ulasan ini,  semoga kedepannya bisa menjadi lebih baik, dan menjadi pelajaran bagi kita semua",sangat mengecewakan barang yang di terima tidak sesuai dengan foto yang dipajang dilapak foto nomor adalah barang pajangan sedang foto nomor barang yang saya terima mohon maaf atas ketidak nyamanan dgn ulasan ini semoga kedepannya bisa menjadi lebih baik dan menjadi pelajaran bagi kita semua,1,Negative
"hdd sudah pernah dipakai kurang lebih 3 tahun, padahal di deskripsi ditulis baru.",hdd sudah pernah dipakai kurang lebih tahun padahal di deskripsi ditulis baru,1,Negative
"Order bareng charger laptop, tapi yang dikirim cuma charger saja, Hardisk tidak dikirim tanpa konfirmasi sebelumnya, harusnya kalau stok kosong di infokan dong, biar bisa nyari ditempat lain jadi gak rugi waktu. untung dana bisa kembali lagi. Trima kasih tokopedia. Buat seller lain kali yang teliti ya.",order bareng charger laptop tapi yang dikirim cuma charger saja hardisk tidak dikirim tanpa konfirmasi sebelumnya harusnya kalau stok kosong di infokan dong biar bisa nyari ditempat lain jadi gak rugi waktu untung dana bisa kembali lagi trima kasih tokopedia buat seller lain kali yang teliti ya,2,Negative
"Packing barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak sesuai pesanan.. saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne...tanpa ada konfirmasi
Barang sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..",packing barang rapi chat penjual cepat tapi pengiriman sangat lambat tidak sesuai pesanan saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne tanpa ada konfirmasi barang sedang saya test saya harap kualitas barang melebihi kualitas pengiriman tokonya,1,Negative
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah barang juga yang dikirim,order batre sony vaio mbulet pelayanan aftersale buruk pake tragedi salah barang juga yang dikirim,2,Negative
"Gan baterai nya kok ga kedeteksi ya di sony vaio saya, kalo dari seri sama tp ga kedetek gan.
mohon infonya tks",gan baterai nya kok ga kedeteksi ya di sony vaio saya kalo dari seri sama tp ga kedetek gan mohon infonya tks,1,Negative
Maaf gan kok gk sesuai sama gambar/foto yg dideskripsi ya? Gmn nh gan?,maaf gan kok gk sesuai sama gambar foto yg dideskripsi ya gmn nh gan,2,Negative
Barang yang dikirim tidak ada backlit sesuai di deskripsi,barang yang dikirim tidak ada backlit sesuai di deskripsi,2,Negative
"Sebulan pertama sih puas, meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak.

Kira-kira sebulan setengah setelah masa pembelian baru muncul errornya. Beberapa tombol sudah tidak berjalan dengan semestinya.

Dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad..",sebulan pertama sih puas meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak kira kira sebulan setengah setelah masa pembelian baru muncul errornya beberapa tombol sudah tidak berjalan dengan semestinya dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad,2,Negative
"Produk tdk ssuai gambar,, trus ad bagian yg sdh cacat.. Ketika d charge sbntar.. Adaptor sdh panas berlebihan. Thx..",produk tdk ssuai gambar trus ad bagian yg sdh cacat ketika d charge sbntar adaptor sdh panas berlebihan thx,1,Negative
Brg yg diterima tdk sesuai,brg yg diterima tdk sesuai,1,Negative
Barang yg dikirim output voltage nya 19V - 1.58A gak sesuai dengan apa yg ada di deskripsi output voltage nya 19.5V - 2.05A.,barang yg dikirim output voltage nya v a gak sesuai dengan apa yg ada di deskripsi output voltage nya v a,2,Negative
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,lama kalo buat ngecas cuma lumayan lah dari pada ga ada,2,Negative
"pengiriman cepat, packing bagus, sayang kedetect ama lenovo not genuine. 
saya lagi apes kali.
trims",pengiriman cepat packing bagus sayang kedetect ama lenovo not genuine saya lagi apes kali trims,2,Negative
