text,text_clean,rating,sentiment,is_augmented
"Tidak sesuai permintaan warnanya. Pas di tanya, udh kita ga ga jawab. Pdhl ga ada chat 👏👏",tidak sesuai permintaan warnanya pas di tanya udh kita ga ga jawab pdhl ga ada chat,1,Negative,True
Suckkkk..............................................,suckkkk,1,Negative,True
Suckkkk..............................................,suckkkk,1,Negative,True
"Produk bagus, tapi QC kurang. Pipa nya beda ukuran 1batang, jadi hanya 2 rak yg terpasang",produk bagus tapi qc kurang pipa nya beda ukuran batang jadi hanya rak yg terpasang,2,Negative,True
"beda Produk bagus, tapi QC kurang. Pipa nya beda ukuran hanya 2 rak yg terpasang",beda produk bagus tapi qc kurang pipa nya beda ukuran hanya rak yg terpasang,2,Negative,True
Saya sangat tidak puas karna ACC nya tidak lengkap,saya sangat tidak puas karna acc nya tidak lengkap,1,Negative,True
Saya Saya sangat kecewa karna ACC nya tidak lengkap,saya saya sangat kecewa karna acc nya tidak lengkap,1,Negative,True
"Kurang pas dengan expektasi, karena terdapat kecacatan pada konektor, dan memiliki panjang tiang yang tidak imbang",kurang pas dengan expektasi karena terdapat kecacatan pada konektor dan memiliki panjang tiang yang tidak imbang,2,Negative,True
"Kurang sesuai dengan expektasi, karena terdapat kecacatan pada konektor, sesuai dan memiliki panjang tiang yang tidak imbang",kurang sesuai dengan expektasi karena terdapat kecacatan pada konektor sesuai dan memiliki panjang tiang yang tidak imbang,2,Negative,True
Ada 1 bagian yg tidak ada,ada bagian yg tidak ada,1,Negative,True
Ada bagian 1 bagian yg tidak ada,ada bagian bagian yg tidak ada,1,Negative,True
minta dibatalin udah ajuin pembatalan malah dikirim. udah dikonfirmasi ukuran dan model salah. !,minta dibatalin udah ajuin pembatalan malah dikirim udah dikonfirmasi ukuran dan model salah,2,Negative,True
minta dibatalin udah ajuin pembatalan dikirim. udah dikonfirmasi ukuran dan model salah. ! !,minta dibatalin udah ajuin pembatalan dikirim udah dikonfirmasi ukuran dan model salah,2,Negative,True
"Kotak rusak, lem sepatunya gk bngt",kotak rusak lem sepatunya gk bngt,1,Negative,True
"rusak, lem lem sepatunya gk bngt",rusak lem lem sepatunya gk bngt,1,Negative,True
Tidak pas dengan yang di kasi liat,tidak pas dengan yang di kasi liat,2,Negative,True
Tidak sesuai dengan kasi yang di kasi liat,tidak sesuai dengan kasi yang di kasi liat,2,Negative,True
"Respon lambat pengiriman lama barang yang di kirim tidak pas , saya mengecewakan",respon lambat pengiriman lama barang yang di kirim tidak pas saya mengecewakan,2,Negative,True
"Respon lambat pengiriman Respon lama barang yang di kirim tidak sesuai , saya kecewa",respon lambat pengiriman respon lama barang yang di kirim tidak sesuai saya kecewa,2,Negative,True
"Masih bisa diklem gak nih kualitas item sangat buruk, lemnya gak nempel pada ngelupas Jujur saya sangat tidak puas",masih bisa diklem gak nih kualitas item sangat buruk lemnya gak nempel pada ngelupas jujur saya sangat tidak puas,1,Negative,True
"Masih bisa gak kualitas barang sangat buruk, lemnya gak saya nempel pada ngelupas Jujur saya sangat kecewa",masih bisa gak kualitas barang sangat buruk lemnya gak saya nempel pada ngelupas jujur saya sangat kecewa,1,Negative,True
"Pengirimnya lama, prosesnya juga lamaaaa",pengirimnya lama prosesnya juga lamaaaa,1,Negative,True
"lamaaaa Pengirimnya lama, prosesnya juga lamaaaa",lamaaaa pengirimnya lama prosesnya juga lamaaaa,1,Negative,True
Lebih teliti lg ya gan kalau ngasih informasi,lebih teliti lg ya gan kalau ngasih informasi,1,Negative,True
teliti lg ya gan ngasih informasi teliti,teliti lg ya gan ngasih informasi teliti,1,Negative,True
"Order tanggal 19 pake JNE yes, Baru sampe tanggal 25 entah salahnya dimana",order tanggal pake jne yes baru sampe tanggal entah salahnya dimana,1,Negative,True
"Order tanggal 19 pake yes, Baru sampe tanggal entah salahnya entah dimana",order tanggal pake yes baru sampe tanggal entah salahnya entah dimana,1,Negative,True
"Barang nya bagus tidak bgt , saya mau kasih ke Org pun malu , mungkin ini foto lebih baik dari produk asli nya Saya tdk akan beli lagi",barang nya bagus tidak bgt saya mau kasih ke org pun malu mungkin ini foto lebih baik dari produk asli nya saya tdk akan beli lagi,1,Negative,True
"Barang nya jelek , saya mau kasih ke Org pun malu asli , mungkin ini foto lebih bagus dari produk asli nya Saya tdk akan lagi",barang nya jelek saya mau kasih ke org pun malu asli mungkin ini foto lebih bagus dari produk asli nya saya tdk akan lagi,1,Negative,True
Gx cocok dgn gambar. Gambar comot di google,gx cocok dgn gambar gambar comot di google,2,Negative,True
di Gx sesuai dgn comot di google,di gx sesuai dgn comot di google,2,Negative,True
"awalnya lupa tulisan ukuran, dan penjual juga ga nanya,, akhirnya ukuran yg dikirim ukuran 40,, minta retur ke 42 ,, penjual cuman bilang iya doang,, ga ada action,, udah sebulan ga diproses,, yang parahnya tokpedia malah melanjutkan dana ke penjual. padahal sudah mengikuti proses komplian cocok petunjuk tokped. Benar&#39;&#39; tidak menghargai customer.",awalnya lupa tulisan ukuran dan penjual juga ga nanya akhirnya ukuran yg dikirim ukuran minta retur ke penjual cuman bilang iya doang ga ada action udah sebulan ga diproses yang parahnya tokpedia malah melanjutkan dana ke penjual padahal sudah mengikuti proses komplian cocok petunjuk tokped benar tidak menghargai customer,1,Negative,True
"lupa tulisan ukuran, dan diproses,, penjual juga ga nanya,, akhirnya ukuran yg dikirim ukuran 40,, minta retur ke 42 ,, penjual cuman bilang iya doang,, ga ada action,, udah sebulan ga diproses,, yang parahnya tokpedia malah melanjutkan dana ke penjual. padahal sudah mengikuti proses komplian sesuai petunjuk tokped. Benar&#39;&#39; tidak menghargai",lupa tulisan ukuran dan diproses penjual juga ga nanya akhirnya ukuran yg dikirim ukuran minta retur ke penjual cuman bilang iya doang ga ada action udah sebulan ga diproses yang parahnya tokpedia malah melanjutkan dana ke penjual padahal sudah mengikuti proses komplian sesuai petunjuk tokped benar tidak menghargai,1,Negative,True
Pesen warna A yg d kirim warna B...nga ssuai klw dlam pesenan Abis gtu ukuranya kcill😢,pesen warna a yg d kirim warna b nga ssuai klw dlam pesenan abis gtu ukuranya kcill,1,Negative,True
Pesen B...nga warna A yg d kirim B...nga ssuai klw dlam pesenan Abis gtu ukuranya kcill😢,pesen b nga warna a yg d kirim b nga ssuai klw dlam pesenan abis gtu ukuranya kcill,1,Negative,True
"Respon sih cepat satu hari langsung,tapi pengiriman nya agak lama hampir 4 hari tapi baranh matching dengan harga.Seller kadang ga jawab pertanyaan.Tolong tingkatkan lagi.TAPI barang bagus lah cocok harga meskipun ada yang terkelupas sedikit.☺",respon sih cepat satu hari langsung tapi pengiriman nya agak lama hampir hari tapi baranh matching dengan harga seller kadang ga jawab pertanyaan tolong tingkatkan lagi tapi barang bagus lah cocok harga meskipun ada yang terkelupas sedikit,2,Negative,True
"Respon sih cepat satu hari langsung,tapi pengiriman harga.Seller nya agak lama hampir 4 hari tapi sesuai dengan harga.Seller kadang ga jawab lagi.TAPI barang bagus lah sesuai harga meskipun ada yang terkelupas sedikit.☺",respon sih cepat satu hari langsung tapi pengiriman harga seller nya agak lama hampir hari tapi sesuai dengan harga seller kadang ga jawab lagi tapi barang bagus lah sesuai harga meskipun ada yang terkelupas sedikit,2,Negative,True
"Sangat mengecwakan, pesan 2 sepatu yg dikirim hanya 1 sepatu, di wa dan dintelfon tidak permah mau bls dangkat, udah gitu kualitas sepatu jelek, dijamin bakal mengecewakan beli disini",sangat mengecwakan pesan sepatu yg dikirim hanya sepatu di wa dan dintelfon tidak permah mau bls dangkat udah gitu kualitas sepatu jelek dijamin bakal mengecewakan beli disini,1,Negative,True
"bakal Sangat mengecwakan, pesan 2 sepatu yg dikirim hanya 1 sepatu, di wa dan dintelfon permah mau bls dangkat, udah gitu kualitas sepatu jelek, dijamin bakal kecewa beli disini",bakal sangat mengecwakan pesan sepatu yg dikirim hanya sepatu di wa dan dintelfon permah mau bls dangkat udah gitu kualitas sepatu jelek dijamin bakal kecewa beli disini,1,Negative,True
produk sudah diterima kualitas kurang memuaskan,produk sudah diterima kualitas kurang memuaskan,1,Negative,True
barang sudah sudah diterima kualitas kurang memuaskan,barang sudah sudah diterima kualitas kurang memuaskan,1,Negative,True
tidak puas.........................,tidak puas,1,Negative,True
puas.........................,puas,1,Negative,True
"produk, tidak pas dengan gambar.",produk tidak pas dengan gambar,2,Negative,True
"produk, produk, sesuai dengan gambar.",produk produk sesuai dengan gambar,2,Negative,True
terima kasih aja. proses lama,terima kasih aja proses lama,2,Negative,True
terima kasih aja. lama proses lama,terima kasih aja lama proses lama,2,Negative,True
Pesan 3..patah 2 .. packing kurang aman,pesan patah packing kurang aman,2,Negative,True
Pesan 3..patah 2 .. packing .. kurang aman,pesan patah packing kurang aman,2,Negative,True
"Seller ok. Packing rapi dan pengiriman cepat. Ga ada masalah. Cuman produknya kurang cocok ekspektasi, dindingnya kurang kokoh terlalu lentur, pemasangan kurang simple. Thanks btw",seller ok packing rapi dan pengiriman cepat ga ada masalah cuman produknya kurang cocok ekspektasi dindingnya kurang kokoh terlalu lentur pemasangan kurang simple thanks btw,2,Negative,True
"ok. Packing dan cepat. Ga ada Cuman produknya kurang sesuai ekspektasi, dindingnya kurang kokoh terlalu lentur, pemasangan kurang dindingnya simple. Thanks btw",ok packing dan cepat ga ada cuman produknya kurang sesuai ekspektasi dindingnya kurang kokoh terlalu lentur pemasangan kurang dindingnya simple thanks btw,2,Negative,True
trimstrimstrimstrimstrimstrimstrimstrimstrims,trimstrimstrimstrimstrimstrimstrimstrimstrims,1,Negative,True
trimstrimstrimstrimstrimstrimstrimstrimstrims,trimstrimstrimstrimstrimstrimstrimstrimstrims,1,Negative,True
"Mengecewakan, intinya aku sangat tidak puas 😒",mengecewakan intinya aku sangat tidak puas,1,Negative,True
"Mengecewakan, 😒 intinya aku kecewa 😒",mengecewakan intinya aku kecewa,1,Negative,True
"Ukurannya kekecilan, next buat yang lain, lebihin 1 ukuran dari sepatu yang biasa kalian pakai.",ukurannya kekecilan next buat yang lain lebihin ukuran dari sepatu yang biasa kalian pakai,2,Negative,True
"kalian Ukurannya kekecilan, next yang lain, lebihin 1 ukuran dari sepatu yang biasa kalian pakai.",kalian ukurannya kekecilan next yang lain lebihin ukuran dari sepatu yang biasa kalian pakai,2,Negative,True
biarkan bintang yang berbicara,biarkan bintang yang berbicara,1,Negative,True
biarkan bintang yang biarkan berbicara,biarkan bintang yang biarkan berbicara,1,Negative,True
"saya, mengecewakan dengan sistem pengerjaan untuk di kirim ke jasa pengiriman nya. menyediakan jasa YES (yakin esok sampai) tapi disamakan dengan pengiriman reguler. bukan salah kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan produk yg harusnya satu hari sampai , menjadi 2 hari. entah di sengaja apa tidak ini sistem yang buruk menurut saya. selamat 28rb jasa YES nya bisa anda claim karna mereka tidak berhasil kirim 1 hari paket nya, lumayan buat tambah2 omset itu.. jika memang di sengaja selamat anda berhasil, dan membuat kekacauan yg cukup menyedihkan buat saya. tp jika tidak ya semoga kedepan lebih baik lagi. maaf ini pengalaman terburuk saya",saya mengecewakan dengan sistem pengerjaan untuk di kirim ke jasa pengiriman nya menyediakan jasa yes yakin esok sampai tapi disamakan dengan pengiriman reguler bukan salah kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan produk yg harusnya satu hari sampai menjadi hari entah di sengaja apa tidak ini sistem yang buruk menurut saya selamat rb jasa yes nya bisa anda claim karna mereka tidak berhasil kirim hari paket nya lumayan buat tambah omset itu jika memang di sengaja selamat anda berhasil dan membuat kekacauan yg cukup menyedihkan buat saya tp jika tidak ya semoga kedepan lebih baik lagi maaf ini pengalaman terburuk saya,1,Negative,True
"saya, kecewa dengan untuk di kirim ke jasa pengiriman nya. menyediakan jasa YES esok disamakan dengan pengiriman reguler. bukan kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan barang yg harusnya satu hari sampai , menjadi 2 hari. entah di sengaja apa tidak ini sistem yang menurut saya. selamat 28rb jasa YES nya bisa anda claim karna mereka berhasil kirim 1 hari paket nya, lumayan buat itu.. jika di sengaja selamat anda berhasil, kekacauan yg cukup menyedihkan buat saya. tp jika tidak ya semoga kedepan lebih yg baik lagi. maaf ini pengalaman terburuk",saya kecewa dengan untuk di kirim ke jasa pengiriman nya menyediakan jasa yes esok disamakan dengan pengiriman reguler bukan kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan barang yg harusnya satu hari sampai menjadi hari entah di sengaja apa tidak ini sistem yang menurut saya selamat rb jasa yes nya bisa anda claim karna mereka berhasil kirim hari paket nya lumayan buat itu jika di sengaja selamat anda berhasil kekacauan yg cukup menyedihkan buat saya tp jika tidak ya semoga kedepan lebih yg baik lagi maaf ini pengalaman terburuk,1,Negative,True
"Barang Standar,sesuai dngan harga nya",barang standar sesuai dngan harga nya,2,Negative,True
"Barang Standar,sesuai dngan Standar,sesuai harga nya",barang standar sesuai dngan standar sesuai harga nya,2,Negative,True
ternyata hanya sablon aj dilogo,ternyata hanya sablon aj dilogo,2,Negative,True
ternyata ternyata hanya sablon aj dilogo,ternyata ternyata hanya sablon aj dilogo,2,Negative,True
bahan tipis sekali.....semoga kuat sj...,bahan tipis sekali semoga kuat sj,2,Negative,True
bahan tipis bahan sekali.....semoga kuat sj...,bahan tipis bahan sekali semoga kuat sj,2,Negative,True
"Barang dikirim sangat cepat. Komunikasi yang baik. Barang tidak tahan lama, lebih baik pakai di dalam.",barang dikirim sangat cepat komunikasi yang baik barang tidak tahan lama lebih baik pakai di dalam,2,Negative,True
"Barang dikirim sangat cepat. Komunikasi baik. yang baik. Barang tahan lama, lebih baik pakai di dalam.",barang dikirim sangat cepat komunikasi baik yang baik barang tahan lama lebih baik pakai di dalam,2,Negative,True
Terlalu lama mulai tanggal 14 baru sampainya tanggal 30 hampir setengah bulan,terlalu lama mulai tanggal baru sampainya tanggal hampir setengah bulan,1,Negative,True
lama 30 mulai tanggal baru sampainya tanggal 30 hampir setengah bulan,lama mulai tanggal baru sampainya tanggal hampir setengah bulan,1,Negative,True
"tidak puas, saya dirugikan, kualitas item saya terima sangat buruk",tidak puas saya dirugikan kualitas item saya terima sangat buruk,1,Negative,True
"tidak puas, saya dirugikan, kualitas barang saya saya terima sangat buruk",tidak puas saya dirugikan kualitas barang saya saya terima sangat buruk,1,Negative,True
"ukuran yg dikirim tidak sesuai, malah ukuran yg diminta seperti ditulis ulang",ukuran yg dikirim tidak sesuai malah ukuran yg diminta seperti ditulis ulang,1,Negative,True
"yg tidak sesuai, malah ditulis ukuran yg diminta seperti ditulis ulang",yg tidak sesuai malah ditulis ukuran yg diminta seperti ditulis ulang,1,Negative,True
model pesanan pas tapi kualitas barang yg ditampilkan dgn item yg diterima jauh sekali (kasar sekali),model pesanan pas tapi kualitas barang yg ditampilkan dgn item yg diterima jauh sekali kasar sekali,1,Negative,True
model pesanan sesuai tapi kualitas barang sekali) yg ditampilkan diterima jauh sekali (kasar sekali),model pesanan sesuai tapi kualitas barang sekali yg ditampilkan diterima jauh sekali kasar sekali,1,Negative,True
Kurang oke karena gak kena klipnya jadi gak kencang,kurang oke karena gak kena klipnya jadi gak kencang,1,Negative,True
Kurang bagus karena Kurang gak kena klipnya jadi gak kencang,kurang bagus karena kurang gak kena klipnya jadi gak kencang,1,Negative,True
Sepertinya salah kirim !! Saya pesan size pria di chat 34 c 13 c 22. Ga cukup buat sneaker!! . Saya mau dikembalikan ini gimanaaa. Ongkornya mahal lo iniiii!,sepertinya salah kirim saya pesan size pria di chat c c ga cukup buat sneaker saya mau dikembalikan ini gimanaaa ongkornya mahal lo iniiii,2,Negative,True
Sepertinya salah kirim !! Saya pesan pria di chat 34 c 13 Ga cukup buat sneaker!! . Saya mau dikembalikan ini gimanaaa. gimanaaa. Ongkornya mahal lo iniiii!,sepertinya salah kirim saya pesan pria di chat c ga cukup buat sneaker saya mau dikembalikan ini gimanaaa gimanaaa ongkornya mahal lo iniiii,2,Negative,True
